lineId	chId	mId	chName	dialogue
L2129	u17	m1	FERNANDO	You promise?  Do you swear on St. Christopher...?
L2128	u16	m1	COLUMBUS	There'll be a time.
L2127	u17	m1	FERNANDO	I want to go with you!
L2469	u16	m1	COLUMBUS	All of them created by people like me.
L2468	u24	m1	SANCHEZ	Roofs... towers, palaces... spires...
L2467	u16	m1	COLUMBUS	What do you see?
L2466	u16	m1	COLUMBUS	Look out of that window.
L2465	u24	m1	SANCHEZ	I am not afraid of you.  You are nothing but a dreamer.
L2464	u16	m1	COLUMBUS	Call them.
L2463	u24	m1	SANCHEZ	All I have to do is call the guards.
L2301	u24	m1	SANCHEZ	To rise so high, in so short a time, is a dangerous occupation.  A little hypocrisy goes a long way.
L2300	u16	m1	COLUMBUS	What...?  Do I have so many already?
L2299	u24	m1	SANCHEZ	You seem to have a special talent for making friends.
L2297	u16	m1	COLUMBUS	Good!  We are also in need of judges.  Except there are no thieves!
L2296	u24	m1	SANCHEZ	Don Bobadilla is already a judge, my Dear Don Cristobal.
L2295	u16	m1	COLUMBUS	But we do have a lack of notaries. You should contact my administration.
L2287	u16	m1	COLUMBUS	... for a commoner?
L2286	u24	m1	SANCHEZ	You defend yourself admirably...
L2282	u24	m1	SANCHEZ	Forgive me, Don Colon.  But what about gold?
L2281	u16	m1	COLUMBUS	They don't see sin in their nakedness.  They live according to nature, in a never ending summer. The islands are covered with trees, filled with blossoms and fruits. And...
L2110	u24	m1	SANCHEZ	If you won't accept our proposal, we'll simply find someone who will.
L2109	u16	m1	COLUMBUS	And were you never ambitious, Excellency?  Or is ambition only a virtue among the nobles, a fault for the rest of us?
L2108	u24	m1	SANCHEZ	Then you are too ambitious.
L2107	u16	m1	COLUMBUS	I'm not bargaining!
L2106	u24	m1	SANCHEZ	I remind you, Senor Colon, that you are in no position to bargain with me.
L2105	u16	m1	COLUMBUS	NO...!  I have waited too long, fought too hard.  Now you expect me to take all the risks while you take the profit!  No... I will not be your servant!
L2104	u24	m1	SANCHEZ	No?
L2103	u16	m1	COLUMBUS	No...
L2410	u25	m1	UTAPAN	You never learned how to speak my language.
L2409	u16	m1	COLUMBUS	Utapan, won't you speak to me?  You used to know how to speak to me.
L2394	u25	m1	UTAPAN	You did the same to your God!
L2393	u16	m1	COLUMBUS	You have to find them, Utapan.  Look what they did!
L2343	u16	m1	COLUMBUS	Ask him if he will help.
L2342	u25	m1	UTAPAN	He understands.
L2341	u16	m1	COLUMBUS	We will work with his people.  We want peace.  Ask the Chief if he understands?
L2260	u16	m1	COLUMBUS	He has medicine.  Tell him we admire his people.
L2259	u25	m1	UTAPAN	Chief says...
L2258	u16	m1	COLUMBUS	... and also to bring medicine.
L2257	u25	m1	UTAPAN	Chief says -- he has a God.
L2256	u16	m1	COLUMBUS	To bring the word of God.
L2255	u25	m1	UTAPAN	Why?
L2254	u16	m1	COLUMBUS	Thousands.
L2253	u25	m1	UTAPAN	Chief says -- how many?
L2251	u16	m1	COLUMBUS	Tell him his country is very beautiful.  Tell him we are leaving men here -- to build a fort.
L2250	u25	m1	UTAPAN	Chief knows.
L2249	u16	m1	COLUMBUS	Tell the Chief we thank him.
L2248	u25	m1	UTAPAN	You come!  You speak first!
L2239	u25	m1	UTAPAN	Island.  Far.
L2238	u16	m1	COLUMBUS	What is it?  A tribe?  An island?
L2237	u25	m1	UTAPAN	Say not here!  Cuba!
L2535	u16	m1	COLUMBUS	I don't know... I have the impression that I didn't change that much.  I still can't accept the world as it is!
L2534	u19	m1	MARCHENA	Oh?  So you are a new man?
L2533	u16	m1	COLUMBUS	New worlds create new people.
L2532	u19	m1	MARCHENA	I knew you would.
L2531	u16	m1	COLUMBUS	I have to disagree.
L2526	u16	m1	COLUMBUS	You'll always be older than me, Father.
L2525	u19	m1	MARCHENA	I suppose we're both old men now.
L2145	u16	m1	COLUMBUS	Give me absolution.
L2144	u19	m1	MARCHENA	I believed in you...
L2143	u16	m1	COLUMBUS	You are bound by an oath, Father.
L2142	u19	m1	MARCHENA	My son, my son...  Your certitudes are sometimes frightening...  Christopher, you must speak to them. And if you don't I will.
L2141	u16	m1	COLUMBUS	If I tell them, they won't follow me.  You know that I am right, Father.  You trust me...
L2140	u19	m1	MARCHENA	May God forgive you...!  You must tell them!  You must tell your men!
L2139	u16	m1	COLUMBUS	I am not sure... It could be twice the distance.
L2138	u19	m1	MARCHENA	How long?
L2137	u16	m1	COLUMBUS	I lied.  The journey will be longer than I said.
L2136	u19	m1	MARCHENA	What are you saying?
L2135	u16	m1	COLUMBUS	Father, I have betrayed my family. I betrayed my men.  And I betrayed you.
L2134	u19	m1	MARCHENA	I am listening, my son.
L2133	u16	m1	COLUMBUS	Forgive me, Father.  For I have sinned.
L2132	u19	m1	MARCHENA	In Nomine Patris et Filius, et Spiritus Sancti.
L2046	u19	m1	MARCHENA	Colon!  Don't!
L2045	u16	m1	COLUMBUS	All of them!  Just lies!
L2042	u16	m1	COLUMBUS	Damn all of you!  You all set up theories based on what?  You never leave the safety of your studies! Go out!  Find out what the world is about and then tell me something I can listen to!
L2041	u19	m1	MARCHENA	Colon!
L2040	u16	m1	COLUMBUS	Damn God!
L2039	u19	m1	MARCHENA	If God intends you to go, then you will go.
L2038	u16	m1	COLUMBUS	Wait!  I've waited seven years already!  How much longer do you want me to wait?
L2037	u19	m1	MARCHENA	You mustn't give way to despair. You must wait.
L1969	u19	m1	MARCHENA	Only God knows the meaning of such words, my son.
L1968	u16	m1	COLUMBUS	I've been contradicted all my life... Eternity!
L1967	u19	m1	MARCHENA	You get so carried away when you are being contradicted!
L1966	u16	m1	COLUMBUS	Passion is something one cannot control!
L1965	u19	m1	MARCHENA	Father Marchena!
L1964	u16	m1	COLUMBUS	I'll try to remember that, Marchena...
L1963	u19	m1	MARCHENA	Two minutes... and already you're a dead man.  Don't let passion overwhelm you, Colon.
L1962	u16	m1	COLUMBUS	So was Christ!
L1961	u19	m1	MARCHENA	Esdras is a Jew.
L1960	u16	m1	COLUMBUS	The calculations of Toscanelli Marin de Tyr, Esdras...
L1959	u19	m1	MARCHENA	How can you be so certain?
L1958	u16	m1	COLUMBUS	Ignorance!  I believe the Indies are no more than 750 leagues west of the Canary Islands.
L1957	u19	m1	MARCHENA	How can you be so certain?  The Ocean is said to be infinite.
L1952	u16	m1	COLUMBUS	To open a new route to Asia.  At the moment there are only two ways of reaching it...
L1951	u19	m1	MARCHENA	Why do you wish to sail west?
L1950	u19	m1	MARCHENA	With some difficulty.  I had to promise them you were not a total fool.
L1949	u16	m1	COLUMBUS	How did you manage it?
L1948	u19	m1	MARCHENA	That's what it says.
L1947	u16	m1	COLUMBUS	God... That's in a week!
L1943	u16	m1	COLUMBUS	Father, I am doing what I think is the best for him.  And he has the teacher I would have chosen for myself.
L1942	u19	m1	MARCHENA	Diego is a bright boy -- a pleasure to teach -- but so serious... Brothers should be raised together, Colon.  Even brothers from different mothers...
L2459	u16	m1	COLUMBUS	Your Majesty -- some men are content to read about things.  I must see them with my own eyes.  I cannot be other than I am.
L2458	u18	m1	ISABEL	There is one thing I'd like to understand... Why do you want to go back, after all this?
L2457	u16	m1	COLUMBUS	Thank you.
L2456	u18	m1	ISABEL	But without your brothers.  Nor are you to return to Santo Domingo or any of the other colonies.  You may explore the continent.
L2280	u16	m1	COLUMBUS	They come and go as naked as the day God created them...
L2279	u18	m1	ISABEL	Do they have such thoughts?
L2086	u16	m1	COLUMBUS	Thirty seven, Your Majesty... And you?
L2085	u18	m1	ISABEL	How old are you, Senor Colon?
L2082	u18	m1	ISABEL	A woman?
L2081	u16	m1	COLUMBUS	"I know what I see.  I see someone who doesn't accept the world as it is.  Who's not afraid.  I see a women who thinks... ""What if?""..."
L2080	u18	m1	ISABEL	You show no inclination to speak otherwise!
L2079	u16	m1	COLUMBUS	May I speak freely?
L2077	u16	m1	COLUMBUS	Surely you can do anything you want.
L2076	u18	m1	ISABEL	I cannot ignore the verdict of my council.
L2075	u18	m1	ISABEL	That she was impregnable.
L2074	u16	m1	COLUMBUS	What did they say about Granada before today?
L2073	u18	m1	ISABEL	The ocean is uncrossable?
L2072	u16	m1	COLUMBUS	No more than the woman who said she would take Granada from the Moors.
L2071	u18	m1	ISABEL	I should not even be listening to you, since my council said no.  But Santangel tells me you are a man of honor and sincerity... And Sanchez, that you are not a fool.
L2389	u21	m1	MOXICA	You will regret this.
L2388	u16	m1	COLUMBUS	You'll be held in detention, deprived of your privileges and possessions.  Until you are returned to Spain where you will be judged. Have you anything to say?
L2387	u21	m1	MOXICA	Savagery is what monkeys understand.
L2386	u16	m1	COLUMBUS	In one act of brutality, you have created chaos.  Tribes who were fighting each other are now joining forces against us!  All that because of your criminal savagery!
L2348	u21	m1	MOXICA	You did not hear me, Don Colon.  Not my horse.
L2347	u16	m1	COLUMBUS	Don Moxica -- we all have to work.
L2346	u21	m1	MOXICA	My horse doesn't work.
L2345	u16	m1	COLUMBUS	We can't raise the wheel without it.
L2333	u16	m1	COLUMBUS	We came here to stay!  To build! Not to start a crusade.  In this forest, there is enough danger to sweep us away in days!  So we will be brave and swallow our grief.  And in the name of those who died, we will accomplish what we came for.
L2332	u21	m1	MOXICA	We don't need to know.
L2331	u16	m1	COLUMBUS	You want a war?  Fine.  We are a thousand.  They outnumber us by ten! Who will you kill?  Which tribe?
L2329	u16	m1	COLUMBUS	If you want to keep your head on your shoulders, you'll do as I say.
L2328	u21	m1	MOXICA	We lost cousins, friends.  We will wash this in blood.
L2278	u16	m1	COLUMBUS	The Indians have no such word, Don Moxica.
L2277	u21	m1	MOXICA	And you say this is an Indian vice? By God!  I don't see any kind of pleasure that would make this a sin.
L2492	u20	m1	MENDEZ	We can't be.
L2491	u16	m1	COLUMBUS	He's drawing an isthmus... He's saying we're on an isthmus.
L2490	u20	m1	MENDEZ	What's he doing?
L2165	u20	m1	MENDEZ	Twenty eight.
L2164	u16	m1	COLUMBUS	What do you read?
L2160	u16	m1	COLUMBUS	Come over here.
L2159	u20	m1	MENDEZ	Well, I surely know what a quadrant is!  But I've never seen it used at night before.
L2158	u16	m1	COLUMBUS	And what do you think Mendez?
L2157	u20	m1	MENDEZ	Well... It's the men, Sir.  They wonder how you know our position. We've lost sight from land days ago...
L2155	u20	m1	MENDEZ	God be with us admiral.
L2154	u16	m1	COLUMBUS	Due west, Captain Mendez.  And may God be with us...
L2211	u16	m1	COLUMBUS	You're right.  Let the men decide.
L2210	u22	m1	PINZON	You tell that to them!
L2209	u16	m1	COLUMBUS	Pinzon, Pinzon... All we can do now is go forward!  Think about that!
L2208	u22	m1	PINZON	You bloody...
L2207	u16	m1	COLUMBUS	You never did.  You did all the talking for both of us, remember?
L2206	u22	m1	PINZON	Jesus Maria!  I should have never listened to you!
L2205	u16	m1	COLUMBUS	And then what?  Half of the water has gone, the rest is nearly putrid! You know that!
L2204	u22	m1	PINZON	You don't know anything!  Listen Colon, these are my ships, right? So I'm telling you we're turning back!
L2203	u16	m1	COLUMBUS	The land is there.  I know it!
L2202	u22	m1	PINZON	We're lost!
L2201	u16	m1	COLUMBUS	You think I don't know that?
L2200	u22	m1	PINZON	We're on the verge of a mutiny, Colon!
L2199	u16	m1	COLUMBUS	We have to keep the hopes of these men alive!
L2198	u22	m1	PINZON	You must be mad...!
L2197	u16	m1	COLUMBUS	Six days ago, yes.
L2196	u22	m1	PINZON	You lied!  You cheated!  We're way past 750 leagues!
L2065	u22	m1	PINZON	Immediately.
L2064	u16	m1	COLUMBUS	Where can I meet this man?
L2462	u18	m1	ISABEL	Because he is not afraid of me.
L2461	u24	m1	SANCHEZ	Then why?
L2460	u18	m1	ISABEL	I know, I should not tolerate his impertinence.
L2419	u18	m1	ISABEL	And who would you think of, for such a task?
L2418	u24	m1	SANCHEZ	He must be replaced.
L2417	u18	m1	ISABEL	Then, what do you suggest, Don Sanchez?
L2415	u18	m1	ISABEL	Is this true, Brother Buyl?
L2414	u24	m1	SANCHEZ	... But there is worse.  He ordered the execution of five members of the nobility...
L2377	u18	m1	ISABEL	We weren't expecting immediate profits, were we?  We must have faith.  We must give time for time.
L2376	u24	m1	SANCHEZ	Every ship returns with a cargo of sick and dying.  But with no gold! The new world proves expensive, Your Majesty.
L2116	u18	m1	ISABEL	Yes.  It would be a pity, wouldn't it?  Call him back!
L2115	u24	m1	SANCHEZ	... Into a monk...
L2113	u24	m1	SANCHEZ	Never, Your Majesty.  Although...
L2112	u18	m1	ISABEL	You were right, Don Sanchez... His demands could never be granted.
L1931	u24	m1	SANCHEZ	Yes, Your Majesty.
L1930	u18	m1	ISABEL	Is that the man I knew, Treasurer Sanchez?
L3778	u55	m3	FLOYD	We're trying to get there. I hope we can.
L3777	u49	m3	B20	CONTINUED
L3771	u55	m3	FLOYD	I'm sorry, Dr. Smyslov, but I'm really not at liberty to discuss this.
L3770	u49	m3	B20	CONTINUED
L3757	u55	m3	FLOYD	How did they manage to do that without any communication?
L3756	u49	m3	B20	CONTINUED
L3750	u55	m3	FLOYD	Well, I suppose they've been having a bit of trouble with some of the equipment.
L3749	u49	m3	B20	CONTINUED
L3729	u55	m3	FLOYD	She's wonderful.
L3728	u49	m3	B20	CONTINUED
L3721	u55	m3	FLOYD	I'm afraid I've only got a few minutes, but I'd love to.
L3720	u49	m3	B20	CONTINUED
L3713	u55	m3	FLOYD	Well, how nice to see you again, Elena. You're looking wonderful.
L3712	u49	m3	B20	SPACE STATTION 5 - LOUNGE
L4300	u50	m3	BOWMAN	Roger.
L4299	u60	m3	POOLE	I think I'll have to go out and burn them off.
L4298	u50	m3	BOWMAN	I guess not.
L4297	u60	m3	POOLE	I guess you don't know your own strength, old boy.
L4296	u50	m3	BOWMAN	I didn't do that Frank. I took particular care not to freeze them.
L4283	u50	m3	BOWMAN	Well, now that we've got one that's actually failed, we should be able to figure out what's happened and fix it.
L4282	u60	m3	POOLE	It's the last one.
L4209	u50	m3	BOWMAN	Yes.
L4208	u60	m3	POOLE	Hal?
L4199	u50	m3	BOWMAN	Well, I hope there's nothing wrong with the assembly on those. Other- wise we're out of business.
L4198	u60	m3	POOLE	Two more.
L4197	u50	m3	BOWMAN	Two units in four days. How many spares do we have?
L4196	u60	m3	POOLE	I don't know. Hal said he thought it might be the assembly procedure.
L4193	u60	m3	POOLE	No.
L4192	u50	m3	BOWMAN	You're kidding.
L4191	u60	m3	POOLE	Well... Hal's reported the AO-unit about to fail again.
L4190	u50	m3	BOWMAN	Oh, I'm fine, I'm wide awake. What's up?
L4189	u60	m3	POOLE	Are you reasonably awake?
L4188	u50	m3	BOWMAN	Good morning. How's it going?
L4163	u50	m3	BOWMAN	Anyway, it's just as well that we replace it. Better safe than sorry.
L4162	u60	m3	POOLE	Yes, but it's more likely that the tolerances on our testing gear are too low.
L4161	u50	m3	BOWMAN	I suppose computers have been known to be wrong.
L4160	u60	m3	POOLE	Yes, I don't know what to make of it.
L4159	u50	m3	BOWMAN	Well, that's something.
L4017	u60	m3	POOLE	Still, all we have to do is ask Hal.
L4016	u50	m3	BOWMAN	I guess it isn't.
L4015	u60	m3	POOLE	I suppose it isn't logically impossible.
L4014	u50	m3	BOWMAN	But not completely inconceivable?
L4013	u60	m3	POOLE	I know. It would be almost inconceivable.
L4012	u50	m3	BOWMAN	Yes, but it's to fantastic to think that they'd keep something from us.
L4011	u60	m3	POOLE	Not really. Though, it is strange when you think about it. It didn't really make any sense to keep us apart during training.
L4001	u60	m3	POOLE	That's true.
L4000	u50	m3	BOWMAN	Just ask Hal. It's conceivable they might keep something from us, but they'd never keep anything from Hal.
L3999	u60	m3	POOLE	How?
L3998	u50	m3	BOWMAN	Of course, it would be very easy for us to find out now.
L3997	u60	m3	POOLE	Yes, I thought so.
L3996	u50	m3	BOWMAN	That seems very unlikely.
L3995	u60	m3	POOLE	I don't know. All I heard is that there's something about the mission we weren't told.
L3992	u60	m3	POOLE	Oh, well, apparently there's something about the mission that the sleeping beauties know that we don't know, and that's why we were trained separately and that's why they were put to sleep before they were even taken aboard.
L3991	u50	m3	BOWMAN	No, as a matter of fact, I didn't.
L3990	u60	m3	POOLE	Yes. You must have heard the rumour that went around during orbital check-out.
L3989	u50	m3	BOWMAN	Oh?
L3988	u60	m3	POOLE	I suppose so. Though, of course, there's a more sinister explanation.
L3987	u50	m3	BOWMAN	I suppose the idea was specialized training.
L3984	u50	m3	BOWMAN	No. I never did, either.
L3983	u60	m3	POOLE	I must say, I never did understand why they split us into two groups for training.
L3982	u50	m3	BOWMAN	I don't think we should make any fuss about it yet. I'm sure they'll straighten it out.
L3981	u60	m3	POOLE	Well, what do you think we ought to do about it?
L3980	u50	m3	BOWMAN	It's possible.
L3979	u60	m3	POOLE	Not really. They just said it might be because we trained at Houston and they trained in Marshall, and that we're being charged against differ- ent accounting offices.
L3976	u60	m3	POOLE	Yesterday, I finally called the Accounting Office at Mission Control, and all they could tell me was that they'd received the AGS-19 notification for the other three but not mine, and apparently not yours either.
L3975	u50	m3	BOWMAN	Yes.
L3974	u60	m3	POOLE	Really.
L3973	u50	m3	BOWMAN	Interesting that you mention it, because I've got the same problem.
L3972	u60	m3	POOLE	That's right. Well, naturally, I didn't say anything to Payroll. I assumed they'd start paying me at the higher grade on the next pay cheque. But it's been almost three weeks now and I'm still being paid as an AGS-18.
L3969	u60	m3	POOLE	Well I got the papers on my official up-grading to AGS-19 two weeks before we left.
L3968	u50	m3	BOWMAN	Yes?
L3967	u60	m3	POOLE	It's about my salary cheques.
L3966	u50	m3	BOWMAN	What's up?
L3965	u60	m3	POOLE	Well, it's nothing really important, but it's annoying.
L3964	u50	m3	BOWMAN	Sure, what is it?
L3963	u60	m3	POOLE	Dave, if you've a minute, I'd like your advice on something.
L3945	u60	m3	POOLE	Okay, come on down.
L3944	u50	m3	BOWMAN	Okay. 
L3943	u60	m3	POOLE	Right. Just a sec.
L3942	u50	m3	BOWMAN	Hi. Frank... coming in, please.
L4368	u50	m3	BOWMAN	Listen to me very carefully, Hal. Unless you immediately release the hibernation control and follow every order I give from this point on, I will immediately got to control central and carry out a complete disconnection.
L4367	u56	m3	HAL	I know that you've had that on your mind for some time now, Dave, but it would be a crying shame, since I am so much more capable of carrying out this mission than you are, and I have such enthusiasm and confi- dence in the mission.
L4366	u50	m3	BOWMAN	I am prepared to do that anyway.
L4363	u50	m3	BOWMAN	Hal, unless you follow my instructions, I shall be forced to disconnect you.
L4362	u56	m3	HAL	I'm sorry, Dave, but in accordance with sub-routine C1532/4, quote, When the crew are dead or incapacitated, the computer must assume control, unquote. I must, therefore, override your authority now since you are not in any condition to intel- ligently exercise it.
L4361	u50	m3	BOWMAN	Hal, I'm in command of this ship. I order you to release the manual hibernation control.
L4360	u56	m3	HAL	I can tell from the tone of your voice, Dave, that you're upset. Why don't you take a stress pill and get some rest.
L4357	u56	m3	HAL	I don't like to assert myself, Dave, but it would be much better now for you to rest. You've been involved in a very stressful situation.
L4356	u50	m3	BOWMAN	Hal, switch to manual hibernation control.
L4355	u56	m3	HAL	Look, Dave your've probably got a lot to do. I suggest you leave it to me.
L4354	u50	m3	BOWMAN	I'm goin to do this myself, Hal. Let me have the control, please.
L4353	u56	m3	HAL	If you're determined to revive the crew now, I can handle the whole thing myself. There's no need for you to trouble.
L4350	u56	m3	HAL	I don't really agree with you, Dave. My on-board memory store is more than capable of handling all the mission requirements.
L4349	u50	m3	BOWMAN	It doesn't have to be, Hal. It's more dangerous to be out of touch with Earth. Let me have manual control, please.
L4348	u56	m3	HAL	Repairing the antenna is a pretty dangerous operation.
L4347	u50	m3	BOWMAN	The antenna has to be replaced.
L4346	u56	m3	HAL	I suppose it's because you've been under a lot of stress, but have you forgotten that they're not supposed to be revived for another three months.
L4335	u56	m3	HAL	I suppose you're pretty broken up about it?
L4334	u50	m3	BOWMAN	Yes, it is.
L4333	u56	m3	HAL	Too bad about Frank, isn't it?
L4271	u56	m3	HAL	Well, that's a relief. You know I have the greatest enthusiasm possible for the mission.
L4270	u50	m3	BOWMAN	Yes, it is, Hal.
L4269	u56	m3	HAL	Is your confidence in me fully restored?
L4268	u50	m3	BOWMAN	And don't you worry about it.
L4267	u56	m3	HAL	Well, don't worry about it.
L4266	u50	m3	BOWMAN	I'm sorry about the misunderstanding, Hal.
L4265	u56	m3	HAL	Naturally, Dave, I'm not pleased that the AO-unit has failed, but I hope at least this has restored your confidence in my integrity and reliability. I certainly wouldn't want to be disconnected, even temporarily, as I have never been disconnected in my entire service history.
L4230	u50	m3	BOWMAN	Okay, Hal, well let's see the way things go from here on.
L4229	u56	m3	HAL	Look, Dave, I know that you're sincere and that you're trying to do a competent job, and that you're trying to be helpful, but I can assure the problem is with the AO-units, and with your test gear.
