mId,movieTitle,movieYear,rating,geners
m471,philadelphia,1993,7.6,['drama']
m474,platoon,1986,8.2,"['action', 'drama', 'war']"
m476,the ploughman's lunch,1983,6.8,['drama']
m477,point break,1991,6.9,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']"
m482,psycho,1960,8.7,"['drama', 'horror', 'mystery', 'thriller', 'thriller']"
m483,maniac,1980,6.2,"['drama', 'horror', 'thriller']"
m486,quantum project,2000,4.8,"['short', 'adventure', 'drama', 'romance']"
m487,rambling rose,1991,6.6,['drama']
m491,rocky,1976,8.1,"['drama', 'romance', 'sport']"
m493,romeo and juliet,1968,7.8,"['drama', 'romance']"
m495,route 9,1998,6.0,"['crime', 'drama']"
m499,sleepless in seattle,1993,6.6,"['comedy', 'romance', 'drama']"
m500,salt of the earth,1954,7.6,"['drama', 'history']"
m501,the salton sea,2002,7.1,"['crime', 'drama', 'mystery', 'thriller']"
m502,saving private ryan,1998,8.5,"['action', 'drama', 'history', 'war']"
m503,say anything...,1989,7.5,"['comedy', 'drama', 'romance']"
m504,schindler's list,1993,8.9,"['biography', 'drama', 'history', 'war']"
m508,seven,1979,6.1,"['action', 'drama']"
m509,the searchers,1956,8.1,"['adventure', 'drama', 'western']"
m510,seven days to live,2000,5.2,"['drama', 'horror', 'thriller']"
m511,shakespeare in love,1998,7.4,"['comedy', 'drama', 'romance']"
m512,shallow grave,1994,7.4,"['comedy', 'crime', 'drama', 'thriller']"
m513,shampoo,1975,6.2,"['drama', 'romance']"
m515,silver bullet,1985,5.9,"['adventure', 'drama', 'horror', 'mystery', 'thriller']"
m518,sling blade,1996,8.0,['drama']
m519,smoke,1995,7.5,"['comedy', 'drama']"
m520,snow falling on cedars,1999,6.7,"['drama', 'mystery', 'romance', 'thriller']"
m521,soldier,1998,5.6,"['action', 'drama', 'sci-fi']"
m524,sounder,1972,7.8,['drama']
m528,sphere,1998,5.6,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
m532,state and main,2000,6.8,"['comedy', 'drama']"
m533,stepmom,1998,6.2,"['comedy', 'drama']"
m534,storytelling,2001,6.7,"['comedy', 'drama']"
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.6,"['comedy', 'drama']"
m537,suburbia,1996,6.5,"['comedy', 'drama']"
m539,sunset blvd.,1950,8.7,"['drama', 'film-noir']"
m545,the sweet hereafter,1997,7.8,['drama']
m546,sweet smell of success,1957,8.2,"['drama', 'film-noir']"
m548,taking sides,2001,7.2,"['drama', 'music', 'war']"
m550,the game,1997,7.7,"['drama', 'mystery', 'thriller']"
m552,the limey,1999,7.0,"['crime', 'drama', 'mystery', 'thriller']"
m553,the man who wasn't there,2001,7.7,"['crime', 'drama']"
m555,the truman show,1998,8.0,['drama']
m557,the cell,2000,6.2,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']"
m559,the beach,2000,6.3,"['adventure', 'drama', 'romance', 'thriller']"
m560,the believer,2001,7.3,['drama']
m561,le grand bleu,1988,7.4,"['adventure', 'drama', 'romance']"
m563,the leopard man,1943,6.9,"['drama', 'horror', 'mystery', 'thriller']"
m564,the lost son,1999,6.5,"['crime', 'drama', 'romance', 'thriller']"
m565,the messenger,2009,7.4,"['drama', 'romance', 'war']"
m566,the pianist,2002,8.5,"['biography', 'drama', 'war']"
m567,the piano,1993,7.5,"['drama', 'romance']"
m568,the sting,1973,8.4,"['comedy', 'crime', 'drama']"
m569,the thin man,1934,8.1,"['comedy', 'crime', 'drama', 'mystery', 'romance']"
m570,three kings,1999,7.3,"['action', 'adventure', 'comedy', 'drama', 'war']"
m571,thx 1138,1971,6.8,"['drama', 'mystery', 'sci-fi', 'thriller']"
m574,titanic,1997,7.4,"['drama', 'history', 'romance']"
m576,tombstone,1993,7.7,"['action', 'drama', 'history', 'romance', 'western']"
m578,to sleep with anger,1990,6.8,['drama']
m581,traffic,2000,7.8,"['crime', 'drama', 'thriller']"
m582,trainspotting,1996,8.2,"['crime', 'drama']"
m588,u-turn,1973,5.8,['drama']
m589,u turn,1997,6.7,"['crime', 'drama', 'thriller']"
m590,unbreakable,2000,7.3,"['drama', 'fantasy', 'mystery', 'thriller']"
m591,unforgiven,1992,8.3,"['drama', 'western']"
m593,verdict,1974,5.7,['drama']
m596,viridiana,1961,8.2,['drama']
m598,wag the dog,1997,7.1,"['comedy', 'drama']"
m599,wall street,1987,7.3,"['crime', 'drama']"
m601,what lies beneath,2000,6.5,"['drama', 'horror', 'mystery', 'thriller']"
m604,white angel,1994,4.4,"['drama', 'thriller']"
m608,willow,1988,7.1,"['action', 'adventure', 'drama', 'fantasy', 'romance']"
m609,witness,1985,7.6,"['drama', 'romance', 'thriller']"
m616,zulu dawn,1979,6.4,"['action', 'adventure', 'drama', 'history', 'war']"
