mId,movieTitle,movieYear,rating,geners
m455,nothing but a man,1964,7.8,"['drama', 'romance']"
m458,never been kissed,1999,5.7,"['comedy', 'drama', 'romance']"
m462,notting hill,1999,6.9,"['comedy', 'romance']"
m464,only you,1994,6.2,"['comedy', 'romance']"
m465,on the waterfront,1954,8.4,"['crime', 'drama', 'romance']"
m467,out of sight,1998,7.2,"['comedy', 'crime', 'romance', 'thriller']"
m468,pearl harbor,2001,5.4,"['action', 'drama', 'romance', 'war']"
m469,peggy sue got married,1986,6.3,"['comedy', 'drama', 'fantasy', 'romance']"
m479,pretty woman,1990,6.7,"['comedy', 'romance']"
m480,the princess bride,1987,8.1,"['adventure', 'comedy', 'family', 'fantasy', 'romance']"
m486,quantum project,2000,4.8,"['short', 'adventure', 'drama', 'romance']"
m491,rocky,1976,8.1,"['drama', 'romance', 'sport']"
m493,romeo and juliet,1968,7.8,"['drama', 'romance']"
m498,runaway bride,1999,5.2,"['comedy', 'romance']"
m499,sleepless in seattle,1993,6.6,"['comedy', 'romance', 'drama']"
m503,say anything...,1989,7.5,"['comedy', 'drama', 'romance']"
m511,shakespeare in love,1998,7.4,"['comedy', 'drama', 'romance']"
m513,shampoo,1975,6.2,"['drama', 'romance']"
m520,snow falling on cedars,1999,6.7,"['drama', 'mystery', 'romance', 'thriller']"
m523,the wedding date,2005,5.5,"['comedy', 'romance']"
m542,superman ii,1980,6.7,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']"
m559,the beach,2000,6.3,"['adventure', 'drama', 'romance', 'thriller']"
m561,le grand bleu,1988,7.4,"['adventure', 'drama', 'romance']"
m564,the lost son,1999,6.5,"['crime', 'drama', 'romance', 'thriller']"
m565,the messenger,2009,7.4,"['drama', 'romance', 'war']"
m567,the piano,1993,7.5,"['drama', 'romance']"
m569,the thin man,1934,8.1,"['comedy', 'crime', 'drama', 'mystery', 'romance']"
m573,trouble in paradise,1932,8.2,"['comedy', 'crime', 'romance']"
m574,titanic,1997,7.4,"['drama', 'history', 'romance']"
m575,transatlantic merry-go-round,1934,6.9,"['comedy', 'musical', 'mystery', 'romance']"
m576,tombstone,1993,7.7,"['action', 'drama', 'history', 'romance', 'western']"
m586,true romance,1993,7.9,"['crime', 'romance', 'thriller']"
m594,vertigo,1958,8.6,"['crime', 'mystery', 'romance', 'thriller']"
m602,what women want,2000,6.3,"['comedy', 'fantasy', 'romance']"
m608,willow,1988,7.1,"['action', 'adventure', 'drama', 'fantasy', 'romance']"
m609,witness,1985,7.6,"['drama', 'romance', 'thriller']"
