mId,movieTitle,movieYear,rating,geners
m191,star trek: generations,1994,6.5,"['action', 'mystery', 'sci-fi', 'thriller']"
m192,star trek iii: the search for spock,1984,6.5,"['action', 'adventure', 'sci-fi', 'thriller']"
m193,star trek: the wrath of khan,1982,7.8,"['action', 'adventure', 'sci-fi', 'thriller']"
m195,star trek: insurrection,1998,6.3,"['action', 'adventure', 'sci-fi', 'thriller']"
m196,star trek: first contact,1996,7.6,"['action', 'adventure', 'sci-fi', 'thriller']"
m197,star trek vi: the undiscovered country,1991,7.2,"['action', 'mystery', 'sci-fi', 'thriller']"
m198,star trek: nemesis,2002,6.4,"['action', 'sci-fi', 'thriller']"
m200,strange days,1995,7.1,"['action', 'crime', 'drama', 'fantasy', 'music', 'mystery', 'sci-fi', 'thriller']"
m206,the rock,1996,7.3,"['action', 'adventure', 'thriller']"
m210,the crow: salvation,2000,4.7,"['action', 'crime', 'fantasy', 'mystery', 'thriller']"
m214,the time machine,2002,5.7,"['sci-fi', 'adventure', 'action']"
m220,top gun,1986,6.5,"['action', 'drama', 'romance']"
m221,total recall,1990,7.4,"['action', 'adventure', 'sci-fi', 'thriller']"
m222,tremors,1990,7.1,"['action', 'comedy', 'horror', 'thriller']"
m226,the war of the worlds,1953,7.1,"['action', 'horror', 'sci-fi', 'thriller']"
m232,the abyss,1989,7.6,"['action', 'adventure', 'drama', 'sci-fi', 'thriller']"
m237,alien vs. predator,1993,7.8,"['action', 'adventure', 'sci-fi']"
m248,arctic blue,1993,4.8,"['action', 'thriller']"
m250,assassins,1995,6.0,"['action', 'thriller', 'crime']"
m259,batman returns,1992,6.9,"['action', 'crime', 'fantasy', 'thriller', 'animation', 'crime', 'fantasy', 'action', 'thriller']"
m260,batman and robin,1949,6.5,"['action', 'adventure', 'crime', 'drama', 'sci-fi']"
m261,batman forever,1995,5.4,"['action', 'crime', 'fantasy', 'thriller']"
m262,batman,1989,7.6,"['crime', 'drama', 'thriller', 'action', 'adventure', 'crime']"
m271,blade ii,2002,6.6,"['action', 'fantasy', 'horror', 'thriller', 'action', 'adventure', 'horror']"
m272,blade,1998,7.0,"['action', 'adventure', 'fantasy', 'horror', 'thriller']"
m275,bloodmoon,1997,4.5,"['action', 'thriller']"
m282,the bourne identity,2002,7.7,"['action', 'adventure', 'mystery', 'thriller']"
m287,buffy the vampire slayer,1992,5.3,"['horror', 'comedy', 'action']"
m290,catwoman,2004,3.2,"['action', 'crime', 'fantasy']"
m291,cellular,2004,6.5,"['action', 'crime', 'thriller']"
m295,chill factor,1999,4.9,"['action', 'adventure', 'comedy', 'thriller']"
m300,cliffhanger,1993,6.2,"['action', 'adventure', 'thriller']"
m303,conspiracy theory,1997,6.5,"['action', 'crime', 'mystery', 'romance', 'thriller']"
m309,crime spree,2003,6.4,"['action', 'comedy', 'crime']"
m310,"crouching tiger, hidden dragon",2003,8.0,['action']
m311,the crow,1994,7.6,"['action', 'crime', 'fantasy', 'thriller']"
m319,deep rising,1998,5.7,"['action', 'horror', 'sci-fi', 'thriller']"
m321,demolition man,1993,6.3,"['action', 'crime', 'sci-fi']"
m323,die hard,1988,8.3,"['action', 'crime', 'thriller']"
m325,domino,2005,5.9,"['action', 'crime', 'drama', 'thriller']"
m328,dune,1984,6.5,"['action', 'adventure', 'sci-fi']"
m333,enemy of the state,1998,7.2,"['action', 'drama', 'thriller']"
m335,entrapment,1999,6.1,"['action', 'crime', 'romance', 'thriller']"
m337,star wars: the empire strikes back,1982,8.0,"['animation', 'adventure', 'action', 'fantasy']"
m339,escape from l.a.,1996,5.3,"['action', 'adventure', 'sci-fi', 'thriller']"
m343,face/off,1997,7.3,"['action', 'crime', 'drama', 'sci-fi', 'thriller']"
m345,the fantastic four,1994,3.8,"['action', 'adventure', 'sci-fi', 'fantasy']"
m351,rambo: first blood part ii,1985,5.8,"['action', 'adventure', 'thriller']"
m356,the adventures of ford fairlane,1990,5.6,"['action', 'adventure', 'comedy', 'music']"
m357,the french connection,1971,7.9,"['action', 'crime', 'thriller']"
m366,the getaway,1972,7.5,"['action', 'adventure', 'crime', 'thriller']"
m367,get carter,2000,4.8,"['action', 'crime', 'drama', 'thriller']"
m371,gone in sixty seconds,2000,6.0,"['action', 'crime', 'thriller']"
m377,hackers,1995,5.8,"['action', 'crime', 'drama', 'thriller']"
m388,highlander iii: the sorcerer,1994,3.9,"['fantasy', 'sci-fi', 'action']"
m389,hostage,2005,6.6,"['action', 'crime', 'drama', 'thriller']"
m392,house of the damned,1996,4.3,"['action', 'horror', 'thriller']"
m394,hudson hawk,1991,5.4,"['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime']"
m409,jurassic park iii,2001,5.7,"['action', 'adventure', 'sci-fi', 'thriller']"
m410,the lost world: jurassic park,1997,6.0,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']"
m411,jurassic park,1993,7.9,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']"
m418,lake placid,1999,5.4,"['action', 'comedy', 'horror', 'thriller']"
m420,last of the mohicans,1977,7.3,"['action', 'adventure', 'war']"
m429,the man in the iron mask,1998,6.1,"['action', 'adventure', 'drama', 'history']"
m430,manhunt,2003,8.7,"['action', 'adventure', 'crime', 'horror', 'thriller']"
m433,the matrix,1999,8.7,"['action', 'adventure', 'adventure', 'adventure', 'sci-fi']"
m437,miami vice,2006,6.0,"['action', 'crime', 'drama', 'thriller']"
m442,mission: impossible ii,2000,5.7,"['action', 'adventure', 'thriller']"
m443,mission: impossible,1996,6.9,"['action', 'adventure', 'thriller']"
m454,natural born killers,1994,7.1,"['action', 'crime', 'drama', 'romance', 'thriller']"
m456,the negotiator,1998,7.2,"['action', 'crime', 'drama', 'mystery', 'thriller']"
m457,neuromancer,1988,9.3,"['action', 'adventure', 'animation', 'sci-fi']"
m468,pearl harbor,2001,5.4,"['action', 'drama', 'romance', 'war']"
m470,pet sematary ii,1992,4.2,"['action', 'horror', 'thriller']"
m472,pitch black,2000,7.0,"['action', 'sci-fi', 'thriller']"
m473,planet of the apes,2001,5.5,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']"
m474,platoon,1986,8.2,"['action', 'drama', 'war']"
m477,point break,1991,6.9,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']"
m478,predator,1987,7.8,"['action', 'adventure', 'sci-fi', 'thriller']"
m489,star wars: episode vi - return of the jedi,1983,8.3,"['action', 'adventure', 'fantasy', 'sci-fi']"
m492,who framed roger rabbit,1988,7.6,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']"
m494,ronin,1998,7.2,"['action', 'crime', 'thriller']"
m496,rush hour 2,2001,6.5,"['action', 'comedy', 'crime', 'thriller']"
m497,rush hour,1998,6.8,"['action', 'comedy', 'thriller', 'crime']"
m502,saving private ryan,1998,8.5,"['action', 'drama', 'history', 'war']"
m508,seven,1979,6.1,"['action', 'drama']"
m521,soldier,1998,5.6,"['action', 'drama', 'sci-fi']"
m526,spacejacked,1997,2.9,"['action', 'sci-fi']"
m529,star wars,1977,8.8,"['action', 'adventure', 'fantasy', 'sci-fi']"
m530,starship troopers,1997,7.1,"['action', 'adventure', 'sci-fi', 'thriller']"
m535,stranglehold,2007,8.6,"['action', 'adventure', 'crime']"
m540,supergirl,1984,4.1,"['action', 'adventure', 'sci-fi']"
m541,superman iii,1983,4.7,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']"
m542,superman ii,1980,6.7,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']"
m543,superman iv: the quest for peace,1987,3.4,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']"
m544,superman,1978,7.3,"['action', 'family', 'sci-fi']"
m547,terminator 2: judgment day,1991,8.5,"['action', 'sci-fi', 'thriller']"
m549,the terminator,1984,8.1,"['action', 'sci-fi', 'thriller']"
m570,three kings,1999,7.3,"['action', 'adventure', 'comedy', 'drama', 'war']"
m572,ticker,2001,3.3,"['action', 'thriller', 'crime']"
m576,tombstone,1993,7.7,"['action', 'drama', 'history', 'romance', 'western']"
m577,tomorrow never dies,1997,6.4,"['action', 'adventure', 'thriller']"
m583,star trek v: the final frontier,1989,5.0,"['action', 'adventure', 'sci-fi', 'thriller']"
m584,tron,1982,6.7,"['action', 'adventure', 'sci-fi', 'thriller', 'sci-fi']"
m585,true lies,1994,7.2,"['action', 'thriller']"
m597,virtuosity,1995,5.3,"['action', 'crime', 'sci-fi', 'thriller']"
m607,wild wild west,1999,4.3,"['action', 'western', 'comedy', 'sci-fi']"
m608,willow,1988,7.1,"['action', 'adventure', 'drama', 'fantasy', 'romance']"
m611,the world is not enough,1999,6.3,"['action', 'adventure', 'thriller']"
m612,watchmen,2009,7.8,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
m613,xxx,2002,5.6,"['action', 'adventure', 'crime']"
m614,x-men,2000,7.4,"['action', 'sci-fi']"
m616,zulu dawn,1979,6.4,"['action', 'adventure', 'drama', 'history', 'war']"
