mId,movieTitle,movieYear,rating,geners
m109,juno,2007,7.9,"['comedy', 'drama']"
m117,legally blonde,2001,6.2,['comedy']
m121,little nicky,2000,5.0,"['fantasy', 'comedy', 'romance', 'animation', 'comedy', 'fantasy', 'horror']"
m125,men in black,1997,7.0,"['action', 'adventure', 'comedy', 'sci-fi']"
m127,made,2001,6.4,"['comedy', 'crime', 'drama', 'thriller']"
m131,mash,1970,7.8,"['comedy', 'war', 'drama']"
m132,meet john doe,1941,7.7,"['comedy', 'drama', 'romance']"
m133,metro,1997,5.3,"['action', 'comedy', 'crime', 'drama', 'thriller']"
m137,monkeybone,2001,4.5,"['animation', 'comedy', 'fantasy', 'romance']"
m140,mr. deeds goes to town,1936,8.0,"['comedy', 'romance']"
m141,mumford,1999,6.8,"['comedy', 'drama']"
m143,mystery men,1999,5.9,"['action', 'comedy', 'fantasy']"
m145,next friday,2000,5.4,['comedy']
m149,ninotchka,1939,7.9,"['comedy', 'romance']"
m152,nurse betty,2000,6.4,"['comedy', 'crime', 'romance', 'thriller']"
m153,"o brother, where art thou?",2000,7.8,"['comedy', 'adventure', 'crime', 'music']"
m161,platinum blonde,1931,6.9,"['comedy', 'romance']"
m162,pleasantville,1998,7.5,"['comedy', 'drama', 'fantasy']"
m163,punch-drunk love,2002,7.4,"['comedy', 'drama', 'romance']"
m172,scary movie 2,2001,4.7,['comedy']
m173,serial mom,1994,6.4,"['comedy', 'thriller']"
m177,shock treatment,1981,5.4,"['comedy', 'musical']"
m178,sideways,2004,7.8,"['comedy', 'drama', 'romance']"
m183,slash,2002,4.2,"['comedy', 'horror', 'thriller']"
m184,slither,2006,6.6,"['comedy', 'horror', 'sci-fi']"
m185,smokey and the bandit,1977,6.6,"['action', 'comedy', 'crime', 'romance']"
m194,star trek iv: the voyage home,1986,7.3,"['adventure', 'comedy', 'sci-fi']"
m202,swingers,1996,7.6,"['comedy', 'drama']"
m212,the lost boys,1987,7.0,"['comedy', 'fantasy', 'horror', 'thriller']"
m217,there's something about mary,1998,7.2,"['comedy', 'romance']"
m222,tremors,1990,7.1,"['action', 'comedy', 'horror', 'thriller']"
m230,wonder boys,2000,7.5,"['drama', 'comedy']"
m235,a hard day's night,1964,7.6,"['comedy', 'music']"
m240,american pie,1999,6.9,"['comedy', 'romance']"
m241,an american werewolf in paris,1997,4.9,"['horror', 'romance', 'thriller', 'comedy']"
m243,annie hall,1977,8.3,"['comedy', 'drama', 'romance']"
m244,the anniversary party,2001,6.2,"['drama', 'comedy']"
m245,antz,1998,6.8,"['animation', 'adventure', 'comedy', 'family']"
m246,the apartment,1960,8.4,"['romance', 'comedy', 'drama']"
m249,as good as it gets,1997,7.8,"['comedy', 'drama', 'romance']"
m255,the adventures of buckaroo banzai across the 8th dimension,1984,6.0,"['adventure', 'romance', 'comedy', 'sci-fi']"
m263,bean,1997,5.8,"['comedy', 'family']"
m264,beavis and butt-head do america,1996,6.6,"['animation', 'adventure', 'comedy', 'crime']"
m265,beetle juice,1988,7.3,"['comedy', 'fantasy']"
m266,being there,1979,8.0,"['drama', 'comedy']"
m267,being john malkovich,1999,7.9,"['comedy', 'drama', 'fantasy', 'romance']"
m269,the big lebowski,1998,8.2,"['comedy', 'crime', 'mystery']"
m285,broadcast news,1987,7.1,"['comedy', 'drama', 'romance']"
m286,a bucket of blood,1959,6.8,"['comedy', 'horror']"
m287,buffy the vampire slayer,1992,5.3,"['horror', 'comedy', 'action']"
m288,bull durham,1988,7.0,"['comedy', 'romance', 'sport']"
m293,charade,1963,8.0,"['comedy', 'mystery', 'romance', 'thriller']"
m295,chill factor,1999,4.9,"['action', 'adventure', 'comedy', 'thriller']"
m297,nuovo cinema paradiso,1988,8.5,"['comedy', 'drama', 'romance']"
m299,clerks.,1994,8.0,['comedy']
m309,crime spree,2003,6.4,"['action', 'comedy', 'crime']"
m316,dave,1993,6.8,"['comedy', 'romance']"
m322,the devil and daniel webster,2004,5.7,"['comedy', 'drama', 'fantasy']"
m327,dumb and dumberer: when harry met lloyd,2003,3.3,['comedy']
m329,ed wood,1994,8.1,"['biography', 'comedy', 'drama']"
m330,edtv,1999,6.1,['comedy']
m331,election,1999,7.4,"['comedy', 'drama']"
m344,the family man,2000,6.6,"['comedy', 'fantasy', 'drama', 'romance']"
m352,the fisher king,1991,7.5,"['comedy', 'drama', 'romance']"
m355,fletch,1985,6.7,"['comedy', 'crime', 'mystery']"
m356,the adventures of ford fairlane,1990,5.6,"['action', 'adventure', 'comedy', 'music']"
m360,jason lives: friday the 13th part vi,1986,5.3,"['comedy', 'horror', 'thriller']"
m363,game 6,2005,6.0,"['comedy', 'drama', 'sport']"
m375,grosse pointe blank,1997,7.4,"['comedy', 'crime', 'romance', 'thriller']"
m380,hannah and her sisters,1986,7.9,"['comedy', 'drama', 'romance']"
m382,happy campers,2001,5.4,['comedy']
m383,heathers,1989,7.3,"['comedy', 'crime']"
m386,hero,1992,6.3,"['comedy', 'drama']"
m394,hudson hawk,1991,5.4,"['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime']"
m395,the hudsucker proxy,1994,7.4,"['comedy', 'drama', 'fantasy', 'romance']"
m408,jerry maguire,1996,7.3,"['comedy', 'drama', 'romance', 'sport']"
m413,kafka,1991,6.9,"['comedy', 'drama', 'mystery', 'sci-fi', 'thriller']"
m418,lake placid,1999,5.4,"['action', 'comedy', 'horror', 'thriller']"
m432,man on the moon,1999,7.4,"['biography', 'comedy', 'drama']"
m444,moonstruck,1987,7.1,"['comedy', 'romance', 'drama']"
m445,monty python and the holy grail,1975,8.4,"['adventure', 'comedy']"
m450,my girl 2,1994,4.8,"['comedy', 'drama', 'family', 'romance']"
m451,my girl,1991,6.4,"['comedy', 'drama', 'family', 'romance']"
m452,my best friend's wedding,1997,6.2,"['comedy', 'romance']"
m458,never been kissed,1999,5.7,"['comedy', 'drama', 'romance']"
m462,notting hill,1999,6.9,"['comedy', 'romance']"
m464,only you,1994,6.2,"['comedy', 'romance']"
m467,out of sight,1998,7.2,"['comedy', 'crime', 'romance', 'thriller']"
m469,peggy sue got married,1986,6.3,"['comedy', 'drama', 'fantasy', 'romance']"
m479,pretty woman,1990,6.7,"['comedy', 'romance']"
m480,the princess bride,1987,8.1,"['adventure', 'comedy', 'family', 'fantasy', 'romance']"
m481,the producers,1968,7.7,['comedy']
m490,the rocky horror picture show,1975,7.1,"['comedy', 'musical']"
m492,who framed roger rabbit,1988,7.6,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']"
m496,rush hour 2,2001,6.5,"['action', 'comedy', 'crime', 'thriller']"
m497,rush hour,1998,6.8,"['action', 'comedy', 'thriller', 'crime']"
m498,runaway bride,1999,5.2,"['comedy', 'romance']"
m499,sleepless in seattle,1993,6.6,"['comedy', 'romance', 'drama']"
m503,say anything...,1989,7.5,"['comedy', 'drama', 'romance']"
m511,shakespeare in love,1998,7.4,"['comedy', 'drama', 'romance']"
m512,shallow grave,1994,7.4,"['comedy', 'crime', 'drama', 'thriller']"
m516,sister act,1992,5.9,"['comedy', 'crime', 'music']"
m519,smoke,1995,7.5,"['comedy', 'drama']"
m522,some like it hot,1959,8.4,['comedy']
m523,the wedding date,2005,5.5,"['comedy', 'romance']"
m525,south park: bigger longer & uncut,1999,7.8,"['animation', 'comedy', 'musical']"
m532,state and main,2000,6.8,"['comedy', 'drama']"
m533,stepmom,1998,6.2,"['comedy', 'drama']"
m534,storytelling,2001,6.7,"['comedy', 'drama']"
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.6,"['comedy', 'drama']"
m537,suburbia,1996,6.5,"['comedy', 'drama']"
m538,sugar & spice,2001,5.2,"['comedy', 'crime']"
m541,superman iii,1983,4.7,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']"
m562,the hebrew hammer,2003,6.2,['comedy']
m568,the sting,1973,8.4,"['comedy', 'crime', 'drama']"
m569,the thin man,1934,8.1,"['comedy', 'crime', 'drama', 'mystery', 'romance']"
m570,three kings,1999,7.3,"['action', 'adventure', 'comedy', 'drama', 'war']"
m573,trouble in paradise,1932,8.2,"['comedy', 'crime', 'romance']"
m575,transatlantic merry-go-round,1934,6.9,"['comedy', 'musical', 'mystery', 'romance']"
m579,toy story,1995,8.2,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
m595,very bad things,1998,6.0,"['comedy', 'crime', 'thriller']"
m598,wag the dog,1997,7.1,"['comedy', 'drama']"
m600,waxwork,1988,6.0,"['comedy', 'fantasy', 'horror']"
m602,what women want,2000,6.3,"['comedy', 'fantasy', 'romance']"
m605,who's your daddy?,2003,4.5,['comedy']
m607,wild wild west,1999,4.3,"['action', 'western', 'comedy', 'sci-fi']"
m615,young frankenstein,1974,8.0,"['comedy', 'sci-fi']"
