mId,movieTitle,movieYear,rating,geners
m273,book of shadows: blair witch 2,2000,4.1,"['crime', 'horror', 'mystery', 'thriller']"
m282,the bourne identity,2002,7.7,"['action', 'adventure', 'mystery', 'thriller']"
m293,charade,1963,8.0,"['comedy', 'mystery', 'romance', 'thriller']"
m294,cherry falls,2000,4.8,"['horror', 'mystery', 'thriller']"
m296,chinatown,1974,8.5,"['crime', 'drama', 'mystery', 'thriller']"
m298,citizen kane,1941,8.6,"['drama', 'mystery']"
m303,conspiracy theory,1997,6.5,"['action', 'crime', 'mystery', 'romance', 'thriller']"
m304,contact,1997,7.4,"['drama', 'mystery', 'sci-fi', 'thriller']"
m306,copycat,1995,6.5,"['crime', 'mystery', 'thriller']"
m315,dark city,1998,7.8,"['mystery', 'sci-fi', 'thriller']"
m332,l.a. confidential,1997,8.4,"['crime', 'drama', 'mystery', 'thriller']"
m348,fight club,1999,8.8,"['crime', 'drama', 'mystery', 'thriller']"
m355,fletch,1985,6.7,"['comedy', 'crime', 'mystery']"
m385,hellraiser: hellseeker,2002,4.9,"['horror', 'mystery', 'thriller']"
m391,house on haunted hill,1999,5.3,"['horror', 'mystery', 'thriller']"
m398,insomnia,2002,7.3,"['crime', 'drama', 'mystery', 'thriller']"
m400,i still know what you did last summer,1998,4.1,"['horror', 'mystery', 'thriller']"
m401,isle of the dead,1945,6.6,"['drama', 'horror', 'mystery', 'thriller']"
m407,jennifer eight,1992,6.2,"['thriller', 'mystery']"
m413,kafka,1991,6.9,"['comedy', 'drama', 'mystery', 'sci-fi', 'thriller']"
m415,klute,1971,7.2,"['mystery', 'romance', 'thriller']"
m421,leviathan,1989,5.3,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']"
m423,lone star,1996,7.6,"['drama', 'mystery', 'romance', 'western']"
m424,lord of illusions,1995,5.6,"['fantasy', 'horror', 'mystery', 'thriller']"
m434,halloween iii: season of the witch,1982,3.8,"['horror', 'mystery', 'sci-fi']"
m435,meet joe black,1998,6.9,"['drama', 'fantasy', 'mystery', 'romance']"
m436,memento,2000,8.7,"['crime', 'drama', 'mystery', 'thriller']"
m448,mulholland dr.,2001,8.0,"['drama', 'mystery', 'thriller']"
m449,murderland,2009,5.8,"['crime', 'drama', 'mystery']"
m456,the negotiator,1998,7.2,"['action', 'crime', 'drama', 'mystery', 'thriller']"
m482,psycho,1960,8.7,"['drama', 'horror', 'mystery', 'thriller', 'thriller']"
m485,mystery of the wax museum,1933,6.8,"['horror', 'mystery', 'thriller']"
m492,who framed roger rabbit,1988,7.6,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']"
m501,the salton sea,2002,7.1,"['crime', 'drama', 'mystery', 'thriller']"
m505,scream 2,1997,5.9,"['horror', 'mystery', 'thriller']"
m506,scream 3,2000,5.3,"['horror', 'mystery', 'thriller']"
m507,scream,1996,7.2,"['crime', 'horror', 'mystery', 'thriller']"
m514,the shining,1980,8.5,"['horror', 'mystery', 'thriller']"
m515,silver bullet,1985,5.9,"['adventure', 'drama', 'horror', 'mystery', 'thriller']"
m517,sleepy hollow,1999,7.5,"['fantasy', 'mystery', 'thriller']"
m520,snow falling on cedars,1999,6.7,"['drama', 'mystery', 'romance', 'thriller']"
m528,sphere,1998,5.6,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
m531,star trek: the motion picture,1979,6.2,"['adventure', 'fantasy', 'mystery', 'sci-fi']"
m550,the game,1997,7.7,"['drama', 'mystery', 'thriller']"
m551,the haunting,1999,4.6,"['horror', 'thriller', 'mystery']"
m552,the limey,1999,7.0,"['crime', 'drama', 'mystery', 'thriller']"
m554,the relic,1997,5.4,"['horror', 'mystery', 'thriller']"
m556,the x files,1998,6.8,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']"
m558,the third man,1949,8.5,"['film-noir', 'mystery', 'thriller']"
m563,the leopard man,1943,6.9,"['drama', 'horror', 'mystery', 'thriller']"
m569,the thin man,1934,8.1,"['comedy', 'crime', 'drama', 'mystery', 'romance']"
m571,thx 1138,1971,6.8,"['drama', 'mystery', 'sci-fi', 'thriller']"
m575,transatlantic merry-go-round,1934,6.9,"['comedy', 'musical', 'mystery', 'romance']"
m587,twelve monkeys,1995,8.1,"['mystery', 'sci-fi', 'thriller']"
m590,unbreakable,2000,7.3,"['drama', 'fantasy', 'mystery', 'thriller']"
m592,the usual suspects,1995,8.7,"['crime', 'mystery', 'thriller']"
m594,vertigo,1958,8.6,"['crime', 'mystery', 'romance', 'thriller']"
m601,what lies beneath,2000,6.5,"['drama', 'horror', 'mystery', 'thriller']"
m606,wild things,1998,6.6,"['crime', 'mystery', 'thriller']"
m612,watchmen,2009,7.8,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
