mId,movieTitle,movieYear,rating,geners
m189,spider-man,2002,7.4,"['action', 'adventure', 'fantasy', 'sci-fi', 'action', 'adventure', 'sci-fi', 'thriller']"
m191,star trek: generations,1994,6.5,"['action', 'mystery', 'sci-fi', 'thriller']"
m192,star trek iii: the search for spock,1984,6.5,"['action', 'adventure', 'sci-fi', 'thriller']"
m193,star trek: the wrath of khan,1982,7.8,"['action', 'adventure', 'sci-fi', 'thriller']"
m194,star trek iv: the voyage home,1986,7.3,"['adventure', 'comedy', 'sci-fi']"
m195,star trek: insurrection,1998,6.3,"['action', 'adventure', 'sci-fi', 'thriller']"
m196,star trek: first contact,1996,7.6,"['action', 'adventure', 'sci-fi', 'thriller']"
m197,star trek vi: the undiscovered country,1991,7.2,"['action', 'mystery', 'sci-fi', 'thriller']"
m198,star trek: nemesis,2002,6.4,"['action', 'sci-fi', 'thriller']"
m199,starman,1984,6.9,"['adventure', 'drama', 'romance', 'sci-fi']"
m200,strange days,1995,7.1,"['action', 'crime', 'drama', 'fantasy', 'music', 'mystery', 'sci-fi', 'thriller']"
m201,suspect zero,2004,5.8,"['crime', 'horror', 'sci-fi', 'thriller']"
m211,the day the earth stood still,2008,5.5,"['drama', 'sci-fi', 'thriller']"
m213,the thing,1982,8.2,"['horror', 'mystery', 'sci-fi', 'thriller']"
m214,the time machine,2002,5.7,"['sci-fi', 'adventure', 'action']"
m215,the jacket,2005,7.1,"['drama', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
m221,total recall,1990,7.4,"['action', 'adventure', 'sci-fi', 'thriller']"
m226,the war of the worlds,1953,7.1,"['action', 'horror', 'sci-fi', 'thriller']"
m232,the abyss,1989,7.6,"['action', 'adventure', 'drama', 'sci-fi', 'thriller']"
m236,alien,1979,8.5,"['adventure', 'horror', 'sci-fi', 'thriller']"
m237,alien vs. predator,1993,7.8,"['action', 'adventure', 'sci-fi']"
m253,back to the future,1985,8.4,"['adventure', 'family', 'sci-fi']"
m255,the adventures of buckaroo banzai across the 8th dimension,1984,6.0,"['adventure', 'romance', 'comedy', 'sci-fi']"
m260,batman and robin,1949,6.5,"['action', 'adventure', 'crime', 'drama', 'sci-fi']"
m283,brazil,1985,8.0,"['drama', 'fantasy', 'sci-fi']"
m301,a clockwork orange,1971,8.5,"['crime', 'drama', 'sci-fi']"
m304,contact,1997,7.4,"['drama', 'mystery', 'sci-fi', 'thriller']"
m314,the curse,1987,4.5,"['sci-fi', 'horror']"
m315,dark city,1998,7.8,"['mystery', 'sci-fi', 'thriller']"
m317,day of the dead,1985,7.0,"['horror', 'sci-fi']"
m319,deep rising,1998,5.7,"['action', 'horror', 'sci-fi', 'thriller']"
m321,demolition man,1993,6.3,"['action', 'crime', 'sci-fi']"
m328,dune,1984,6.5,"['action', 'adventure', 'sci-fi']"
m338,escape from the planet of the apes,1971,6.1,"['sci-fi', 'thriller']"
m339,escape from l.a.,1996,5.3,"['action', 'adventure', 'sci-fi', 'thriller']"
m343,face/off,1997,7.3,"['action', 'crime', 'drama', 'sci-fi', 'thriller']"
m345,the fantastic four,1994,3.8,"['action', 'adventure', 'sci-fi', 'fantasy']"
m346,fantastic voyage,1966,6.8,"['adventure', 'sci-fi']"
m358,frequency,2000,7.3,"['crime', 'drama', 'sci-fi', 'thriller']"
m365,gattaca,1997,7.8,"['drama', 'romance', 'sci-fi', 'thriller']"
m388,highlander iii: the sorcerer,1994,3.9,"['fantasy', 'sci-fi', 'action']"
m409,jurassic park iii,2001,5.7,"['action', 'adventure', 'sci-fi', 'thriller']"
m410,the lost world: jurassic park,1997,6.0,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']"
m411,jurassic park,1993,7.9,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']"
m413,kafka,1991,6.9,"['comedy', 'drama', 'mystery', 'sci-fi', 'thriller']"
m421,leviathan,1989,5.3,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']"
m433,the matrix,1999,8.7,"['action', 'adventure', 'adventure', 'adventure', 'sci-fi']"
m434,halloween iii: season of the witch,1982,3.8,"['horror', 'mystery', 'sci-fi']"
m440,mimic,1997,5.7,"['drama', 'horror', 'sci-fi']"
m447,arcade,1993,4.6,['sci-fi']
m457,neuromancer,1988,9.3,"['action', 'adventure', 'animation', 'sci-fi']"
m472,pitch black,2000,7.0,"['action', 'sci-fi', 'thriller']"
m473,planet of the apes,2001,5.5,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']"
m478,predator,1987,7.8,"['action', 'adventure', 'sci-fi', 'thriller']"
m489,star wars: episode vi - return of the jedi,1983,8.3,"['action', 'adventure', 'fantasy', 'sci-fi']"
m521,soldier,1998,5.6,"['action', 'drama', 'sci-fi']"
m526,spacejacked,1997,2.9,"['action', 'sci-fi']"
m528,sphere,1998,5.6,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
m529,star wars,1977,8.8,"['action', 'adventure', 'fantasy', 'sci-fi']"
m530,starship troopers,1997,7.1,"['action', 'adventure', 'sci-fi', 'thriller']"
m531,star trek: the motion picture,1979,6.2,"['adventure', 'fantasy', 'mystery', 'sci-fi']"
m540,supergirl,1984,4.1,"['action', 'adventure', 'sci-fi']"
m541,superman iii,1983,4.7,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']"
m542,superman ii,1980,6.7,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']"
m543,superman iv: the quest for peace,1987,3.4,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']"
m544,superman,1978,7.3,"['action', 'family', 'sci-fi']"
m547,terminator 2: judgment day,1991,8.5,"['action', 'sci-fi', 'thriller']"
m549,the terminator,1984,8.1,"['action', 'sci-fi', 'thriller']"
m556,the x files,1998,6.8,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']"
m557,the cell,2000,6.2,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']"
m571,thx 1138,1971,6.8,"['drama', 'mystery', 'sci-fi', 'thriller']"
m583,star trek v: the final frontier,1989,5.0,"['action', 'adventure', 'sci-fi', 'thriller']"
m584,tron,1982,6.7,"['action', 'adventure', 'sci-fi', 'thriller', 'sci-fi']"
m587,twelve monkeys,1995,8.1,"['mystery', 'sci-fi', 'thriller']"
m597,virtuosity,1995,5.3,"['action', 'crime', 'sci-fi', 'thriller']"
m607,wild wild west,1999,4.3,"['action', 'western', 'comedy', 'sci-fi']"
m612,watchmen,2009,7.8,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
m614,x-men,2000,7.4,"['action', 'sci-fi']"
m615,young frankenstein,1974,8.0,"['comedy', 'sci-fi']"
