mId,movieTitle,movieYear,rating,geners
m435,meet joe black,1998,6.9,"['drama', 'fantasy', 'mystery', 'romance']"
m459,the nightmare before christmas,1993,8.0,"['animation', 'family', 'fantasy', 'musical']"
m460,a nightmare on elm street part 2: freddy's revenge,1985,4.9,"['fantasy', 'horror', 'thriller']"
m461,a nightmare on elm street 3: dream warriors,1987,6.3,"['fantasy', 'horror', 'thriller']"
m466,orgy of the dead,1965,2.5,"['fantasy', 'horror']"
m469,peggy sue got married,1986,6.3,"['comedy', 'drama', 'fantasy', 'romance']"
m480,the princess bride,1987,8.1,"['adventure', 'comedy', 'family', 'fantasy', 'romance']"
m484,vampyr,1932,7.6,"['fantasy', 'horror']"
m489,star wars: episode vi - return of the jedi,1983,8.3,"['action', 'adventure', 'fantasy', 'sci-fi']"
m492,who framed roger rabbit,1988,7.6,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']"
m517,sleepy hollow,1999,7.5,"['fantasy', 'mystery', 'thriller']"
m529,star wars,1977,8.8,"['action', 'adventure', 'fantasy', 'sci-fi']"
m531,star trek: the motion picture,1979,6.2,"['adventure', 'fantasy', 'mystery', 'sci-fi']"
m541,superman iii,1983,4.7,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']"
m542,superman ii,1980,6.7,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']"
m543,superman iv: the quest for peace,1987,3.4,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']"
m557,the cell,2000,6.2,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']"
m579,toy story,1995,8.2,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
m580,the magic toyshop,1987,6.2,['fantasy']
m590,unbreakable,2000,7.3,"['drama', 'fantasy', 'mystery', 'thriller']"
m600,waxwork,1988,6.0,"['comedy', 'fantasy', 'horror']"
m602,what women want,2000,6.3,"['comedy', 'fantasy', 'romance']"
m608,willow,1988,7.1,"['action', 'adventure', 'drama', 'fantasy', 'romance']"
m610,the wizard of oz,1939,8.3,"['adventure', 'family', 'fantasy', 'musical']"
m612,watchmen,2009,7.8,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
