mId,movieTitle,movieYear,rating,geners
m362,friday the 13th part viii: jason takes manhattan,1989,3.9,['horror']
m378,halloween 4: the return of michael myers,1988,5.6,"['horror', 'thriller']"
m379,halloween,1978,7.9,"['horror', 'thriller']"
m385,hellraiser: hellseeker,2002,4.9,"['horror', 'mystery', 'thriller']"
m391,house on haunted hill,1999,5.3,"['horror', 'mystery', 'thriller']"
m392,house of the damned,1996,4.3,"['action', 'horror', 'thriller']"
m393,hellraiser iii: hell on earth,1992,5.1,['horror']
m396,i walked with a zombie,1943,7.3,['horror']
m400,i still know what you did last summer,1998,4.1,"['horror', 'mystery', 'thriller']"
m401,isle of the dead,1945,6.6,"['drama', 'horror', 'mystery', 'thriller']"
m410,the lost world: jurassic park,1997,6.0,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']"
m412,freddy vs. jason,2003,5.8,"['horror', 'thriller']"
m418,lake placid,1999,5.4,"['action', 'comedy', 'horror', 'thriller']"
m421,leviathan,1989,5.3,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']"
m424,lord of illusions,1995,5.6,"['fantasy', 'horror', 'mystery', 'thriller']"
m426,lost souls,2000,4.6,"['drama', 'horror', 'thriller', 'romance']"
m430,manhunt,2003,8.7,"['action', 'adventure', 'crime', 'horror', 'thriller']"
m434,halloween iii: season of the witch,1982,3.8,"['horror', 'mystery', 'sci-fi']"
m440,mimic,1997,5.7,"['drama', 'horror', 'sci-fi']"
m460,a nightmare on elm street part 2: freddy's revenge,1985,4.9,"['fantasy', 'horror', 'thriller']"
m461,a nightmare on elm street 3: dream warriors,1987,6.3,"['fantasy', 'horror', 'thriller']"
m466,orgy of the dead,1965,2.5,"['fantasy', 'horror']"
m470,pet sematary ii,1992,4.2,"['action', 'horror', 'thriller']"
m482,psycho,1960,8.7,"['drama', 'horror', 'mystery', 'thriller', 'thriller']"
m483,maniac,1980,6.2,"['drama', 'horror', 'thriller']"
m484,vampyr,1932,7.6,"['fantasy', 'horror']"
m485,mystery of the wax museum,1933,6.8,"['horror', 'mystery', 'thriller']"
m505,scream 2,1997,5.9,"['horror', 'mystery', 'thriller']"
m506,scream 3,2000,5.3,"['horror', 'mystery', 'thriller']"
m507,scream,1996,7.2,"['crime', 'horror', 'mystery', 'thriller']"
m510,seven days to live,2000,5.2,"['drama', 'horror', 'thriller']"
m514,the shining,1980,8.5,"['horror', 'mystery', 'thriller']"
m515,silver bullet,1985,5.9,"['adventure', 'drama', 'horror', 'mystery', 'thriller']"
m528,sphere,1998,5.6,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
m551,the haunting,1999,4.6,"['horror', 'thriller', 'mystery']"
m554,the relic,1997,5.4,"['horror', 'mystery', 'thriller']"
m556,the x files,1998,6.8,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']"
m557,the cell,2000,6.2,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']"
m563,the leopard man,1943,6.9,"['drama', 'horror', 'mystery', 'thriller']"
m600,waxwork,1988,6.0,"['comedy', 'fantasy', 'horror']"
m601,what lies beneath,2000,6.5,"['drama', 'horror', 'mystery', 'thriller']"
